id,name,description,zip_code,neighborhood,latitude,longitude,property_type,room_type,n_accommodates,n_bathrooms,n_bedrooms,n_beds,amenities,price,minimum_nights,maximum_nights,availability_365,n_reviews,first_review,last_review,n_reviews_per_month,score_rating,score_cleanliness,score_location,score_value,host_id,host_name,host_since,host_is_superhost,host_n_listings,url_listing,url_picture
l_686055814693911296,Garden getaway in downtown Asheville,"Enjoy your time in Asheville at this unique and tranquil getaway, a green sanctuary only 2 miles from downtown. Take a peaceful break on the deck with mountain views or relax on a locally hand-crafted mattress. Surrounded by an organic garden and powered by solar panels, you can't get more green. Full kitchen, laundry, WiFi, TV (streaming) and compost pile. Plug in your e-car for $7.50 per night.",28804,South Asheville,35.62117,-82.56226,Entire rental unit,Entire home/apt,2,1,1,1,"First aid kit;Cleaning products;55 inch HDTV;Luggage dropoff allowed;Drying rack for clothing;Blender;Heating;Conditioner;Room-darkening shades;Garden view;Iron;Extra pillows and blankets;Wine glasses;AC - split type ductless system;Cooking basics;Essentials;City skyline view;Shampoo;Dedicated workspace;Stainless steel oven;Single level home;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Shared backyard – Not fully fenced;Private entrance;Hair dryer;Kitchen;Free washer – In unit;Whirlpool refrigerator;Bed linens;Portable fans;Microwave;Coffee;Coffee maker: drip coffee maker, french press;Hangers;Lockbox;Books and reading material;Long term stays allowed;Free dryer – In unit;Wifi – 11 Mbps;Induction stove;Children’s dinnerware;Freezer;Private patio or balcony;Self check-in;Dining table;Toaster;Outdoor furniture;Outdoor dining area;Free parking on premises;Smoke alarm;Clothing storage: walk-in closet and closet",84,2,30,329,120,2022-09-04,2025-06-02,3.54,4.91,4.67,4.95,4.92,h_27378532,Cecil,2015-02-07,TRUE,1,https://www.airbnb.com/rooms/686055814693911306,https://a0.muscache.com/pictures/efc8d4ba-c1ce-48af-8567-a3e7e33599b9.jpg
l_686088974677118080,High Above Asheville! Beautiful Long Range Views!,"Come get away with these incredible views at 3400 feet but be within reach of all the local amenities!<br /><br />》15 minutes to downtown Asheville<br />》10 minutes to the Blue Ridge Parkway<br />》8 minutes to MANY Restaurants and Grocery stores<br /><br />• Private space to enjoy the beautiful views, soaring birds and rain moving in <br />  from far away<br />• Onsite, free parking for 2 vehicles<br />• Neighborhood walking loop for 360 views<br />• Wifi and 5G cellular access (Our wifi is slow but most people have 5G cellular at our stay)",28803,Tuxedo Park,35.52619,-82.49054,Camper/RV,Entire home/apt,4,1,1,3,Room-darkening shades;Outdoor dining area;Central air conditioning;Smoke alarm;Private backyard – Not fully fenced;Dedicated workspace;Free parking on premises;Long term stays allowed;Microwave;Carbon monoxide alarm;Bathtub;Hot water;Dining table;Coffee maker: drip coffee maker;Central heating;Norcool refrigerator;Other stainless steel gas stove;Cleaning products;Mountain view;Fire extinguisher;Wine glasses;Cooking basics;Outdoor furniture;Shampoo;Kitchen;Clothing storage: closet;Essentials;Babysitter recommendations;Bed linens;Valley view;Toaster;Wifi;Freezer;Indoor/Outdoor Bluetooth sound system;Hot water kettle;Coffee;Dishes and silverware,89,2,1125,163,85,2022-08-09,2025-05-26,2.42,4.96,5,4.95,4.89,h_27538155,Mark,2015-02-10,TRUE,1,https://www.airbnb.com/rooms/686088974677118082,https://a0.muscache.com/pictures/miso/Hosting-686088974677118082/original/52bbc9ca-7bec-452b-9f08-5a2119fe251a.jpeg
l_688440633801136640,River Arts District Hidden Gem I,"Keep it simple at this peaceful and centrally-located place. Walk or ride your bike to the greenway and stroll all the café, arts galleries and restaurants on the way.",28806,West Asheville,35.58216,-82.57503,Entire home,Entire home/apt,4,1,2,2,Cleaning products;Luggage dropoff allowed;Fire pit;Blender;Heating;Conditioner;Room-darkening shades;Iron;Extra pillows and blankets;Wine glasses;50 inch HDTV;Hot water kettle;Barbecue utensils;Cooking basics;Essentials;Shampoo;Dedicated workspace;Refrigerator;Shower gel;Single level home;Dishwasher;Hot water;Baking sheet;Dishes and silverware;GE electric stove;Private entrance;Hair dryer;Kitchen;Free street parking;Free washer – In unit;Keypad;Private backyard – Not fully fenced;Ceiling fan;Bed linens;Carbon monoxide alarm;Pack ’n play/Travel crib;Microwave;Wifi;Hangers;Long term stays allowed;Fire extinguisher;Free dryer – In unit;Central air conditioning;Coffee maker;Freezer;Private patio or balcony;Self check-in;Dining table;Toaster;Oven;Outdoor furniture;Outdoor dining area;Body soap;Laundromat nearby;Free parking on premises;Smoke alarm;EV charger,79,30,365,260,0,,,,,,,,h_61411239,Virginia,2016-03-03,TRUE,5,https://www.airbnb.com/rooms/688440633801136672,https://a0.muscache.com/pictures/miso/Hosting-629657604334214852/original/604d5b98-7568-4fd9-aa75-eecfdcd0c677.jpeg
l_688527920286591232,Downtown Chic Luxury Condo with Views,"Stunning contemporary 5th floor condo in the heart of downtown Asheville. Steps from music venues, breweries, restaurants, and more, easily explore the vibe of Asheville. Enjoy views of downtown and mountain vistas from every room, or on your private balcony. Luxurious 2 bedrooms and 2 baths, open floor plan, and full kitchen - designed and accessorized with premium amenities to meet your needs. Free secure parking on site too. Whether for work or pleasure, you've found your home away from home!",28801,Downtown Asheville,35.5925442,-82.5566889,Entire condo,Entire home/apt,6,2,2,3,First aid kit;Coffee maker: drip coffee maker;Central heating;Kristen Ess Scent Free conditioner;Smoke alarm;Board games;Bosch stainless steel refrigerator;Iron;Elevator;Extra pillows and blankets;Kristen Ess Scent Free shampoo;Hot water kettle;Wine glasses;Cooking basics;Essentials;Dedicated workspace;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Hair dryer;Kitchen;Smart lock;Free washer – In unit;Bed linens;Carbon monoxide alarm;Microwave;Wifi;TV;Hangers;Coffee;Free parking garage on premises – 1 space;Books and reading material;Fire extinguisher;Free dryer – In unit;Aveeno Fragrance Free body soap;Central air conditioning;Freezer;Bosch stainless steel oven;Private patio or balcony;Dining table;Toaster;Outdoor furniture;Outdoor dining area;Self check-in;Clothing storage: closet and dresser;Bosch stainless steel electric stove;Mountain view,389,2,30,131,93,2022-09-18,2024-09-28,2.78,4.96,4.99,4.89,4.84,h_61844145,Elizabeth,2016-03-06,TRUE,4,https://www.airbnb.com/rooms/688527920286591172,https://a0.muscache.com/pictures/miso/Hosting-688527920286591172/original/6fe55f9a-8531-4df5-a3e2-8b6a8203e727.jpeg
l_688989188143447040,Diego's Cozy & Warm Bungalow,"Bring the whole family to this great place with lots of room for fun. <br /><br /> Relax on the lovely front and side deck equipped with a grill. This house presents a very spacious main bedroom on the main floor and ensuite bathroom, spacious walk-in closet and built ins. Plenty of big windows and natural light.   <br /><br />The home is located in the vibrant neighborhood of West AVL walking distance to restaurants, bars, Cafes and all that Haywood Road has to offer.",28806,West Asheville,35.58338,-82.58525,Entire home,Entire home/apt,6,2.5,3,3,"First aid kit;Cleaning products;55 inch HDTV;Central heating;Crib;Luggage dropoff allowed;Outlet covers;Blender;EV charger - level 1;Conditioner;Room-darkening shades;Iron;Extra pillows and blankets;Wine glasses;Hot water kettle;Free driveway parking on premises;Barbecue utensils;Cooking basics;Essentials;Children’s books and toys for ages 0-2 years old and 2-5 years old;Bathtub;Shampoo;Dedicated workspace;Refrigerator;Shower gel;Stainless steel oven;Dishwasher;Hot water;Baking sheet;Standalone high chair;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Free street parking;Free washer – In unit;Smart lock;Private backyard – Not fully fenced;Ceiling fan;Bed linens;Pack ’n play/Travel crib;Microwave;Wifi;Samsung electric stove;Hangers;Coffee;Exterior security cameras on property;BBQ grill;Fire extinguisher;Free dryer – In unit;Long term stays allowed;Clothing storage: walk-in closet, closet, and dresser;Children’s dinnerware;Central air conditioning;Coffee maker;Freezer;Private patio or balcony;Self check-in;Ethernet connection;Toaster;Dining table;Outdoor furniture;Body soap;Laundromat nearby;Smoke alarm",123,30,400,351,2,2022-11-24,2023-01-01,0.06,5,5,5,5,h_61411239,Virginia,2016-03-03,TRUE,5,https://www.airbnb.com/rooms/688989188143447014,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6Njg4OTg5MTg4MTQzNDQ3MDE0/original/df3bfd2e-8a6a-47aa-9ab8-2445a74b9c68.jpeg
l_689988576141953792,Be Our Guest! Comfortable 3 bedroom home!,Location! Location! Location! 2 minutes to the Asheville Airport and 4 minutes to Sierra Nevada Brewing. 20 minutes to downtown Asheville and 15 minutes to Biltmore Estate. A short drive to the most beautiful waterfalls Western North Carolina has to offer in Pisgah National Forest. This modern 3 bed/2 bath home is decorated with comfort and ease in mind. You and your family and friends will love it here. Within a few blocks to restaurants and shopping.,28732,Fletcher,35.43503,-82.52794,Entire home,Entire home/apt,6,2,3,3,"First aid kit;Cleaning products;Central heating;Fire pit;Blender;Board games;Samsung stainless steel electric stove;Coffee maker: drip coffee maker, Keurig coffee machine;Iron;Extra pillows and blankets;Wine glasses;Hot water kettle;Free driveway parking on premises;Cooking basics;Essentials;Stainless steel oven;Bathtub;Refrigerator;Single level home;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Smart lock;Free washer – In unit;Ceiling fan;Bed linens;Carbon monoxide alarm;Microwave;55 inch HDTV with Roku;Wifi;Hangers;Coffee;BBQ grill;Books and reading material;Fire extinguisher;Free dryer – In unit;Private backyard – Fully fenced;Long term stays allowed;Central air conditioning;Freezer;Private patio or balcony;Self check-in;Dining table;Toaster;Outdoor furniture;Outdoor dining area;Clothing storage: closet and dresser;Smoke alarm;Pack ’n play/Travel crib - available upon request",158,1,365,141,99,2022-09-11,2025-05-16,2.94,5,4.99,4.95,4.92,h_474226080,Robin,2022-08-09,TRUE,1,https://www.airbnb.com/rooms/689988576141953763,https://a0.muscache.com/pictures/miso/Hosting-689988576141953763/original/16e8196a-7196-4389-a4f7-67494f346bdc.jpeg
l_690077496342128896,West Asheville Backyard Oasis - private entrance,"12 minutes from the Biltmore! Private space with private entrance, in a beautiful setting.  Enjoy all that Historic West Asheville has to offer, and come home to a styled and uniquely built space that's as pleasing to the eye as it is to the spirit.  The comfortable queen bed will give you the rest you need to explore Asheville and the surrounding areas.  And with a host who knows all the best spots around town, you'll be able to experience our sweet little city like a local.",28806,West Asheville,35.58387,-82.57948,Entire rental unit,Entire home/apt,2,1,1,1,First aid kit;Mini fridge;Cleaning products;Heating;Room-darkening shades;Board games;Garden view;Dr. Bronners body soap;Extra pillows and blankets;AC - split type ductless system;Essentials;Dedicated workspace;Refrigerator;Shower gel;Single level home;Hot water;Dishes and silverware;Private entrance;Hair dryer;Varies conditioner;Dryer;Bed linens;Kitchenette;Microwave;Wifi;TV;Hangers;Coffee;Books and reading material;Fire extinguisher;Clothing storage: dresser;Varies shampoo;Backyard;Coffee maker;Sun loungers;Freezer;Outdoor furniture;Outdoor dining area;Shared patio or balcony;Laundromat nearby;Free parking on premises;Smoke alarm,73,1,1125,341,136,2022-09-04,2025-06-08,4.01,4.9,4.96,4.87,4.89,h_29216442,Beth,2015-03-12,TRUE,1,https://www.airbnb.com/rooms/690077496342128940,https://a0.muscache.com/pictures/miso/Hosting-690077496342128940/original/df02370e-fd08-4c3e-8b2d-00c1f815da1c.jpeg
l_690726025566206976,3 BR Charming W AVL Getaway,$75 per pet fee!<br />Pets are welcome with this private family-friendly residence is tucked away on a hill in a quiet residential area just a few minutes west of Asheville. Experience all of what Asheville has to offer in this conveniently located new 3 bedroom home in west Asheville. This getaway has a great balance of convenience and amenities being only 5 minutes away from I-26 or I-40 or 10 minutes to the downtown or the River Arts District. Enjoy the beautiful frame TV in one of the two living,28806,West Asheville,35.57733,-82.63161,Entire home,Entire home/apt,6,2.5,3,4,Air conditioning;Central heating;Pets allowed;Conditioner;Iron;Wine glasses;Cooking basics;Essentials;Bathtub;Shampoo;Dedicated workspace;Refrigerator;Shower gel;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Smart lock;Bed linens;Carbon monoxide alarm;Stove;Pack ’n play/Travel crib;Microwave;Wifi;TV;Hangers;Long term stays allowed;Fire extinguisher;Free dryer – In unit;Children’s dinnerware;Coffee maker;Freezer;Self check-in;Dining table;Outdoor furniture;Oven;Washer;Clothing storage;Free parking on premises;Smoke alarm;Patio or balcony,105,2,365,238,114,2022-09-05,2025-06-12,3.36,4.89,4.9,4.66,4.82,h_232831690,Jon,2018-12-27,TRUE,8,https://www.airbnb.com/rooms/690726025566206999,https://a0.muscache.com/pictures/prohost-api/Hosting-690726025566206999/original/966c1240-ab70-4421-8d05-820b08b8f8c7.jpeg
l_692747310050859520,"Private, quiet family friendly 3Bd Rm","Welcome to our serene, family-oriented neighborhood! Experience privacy in our stunning modern home, which has an open floor plan ideal for family gatherings. Abundant windows fill the space with natural light. Surrounded by bamboo, the back porch offers a secluded spot for your morning coffee or after-work glass of wine. Enjoy this tranquil oasis just seven minutes from downtown Asheville.",28805,East Asheville,35.5927417,-82.50604659999999,Entire home,Entire home/apt,6,2.5,3,3,First aid kit;Pets allowed;Children’s books and toys;Heating;Board games;Free dryer – In building;Garden view;Iron;Cooking basics;Dedicated workspace;Refrigerator;Exercise equipment;Dishes and silverware;Hair dryer;Children’s bikes;Kitchen;Private backyard – Not fully fenced;Carbon monoxide alarm;Fast wifi – 162 Mbps;Lockbox;Fire extinguisher;Central air conditioning;Coffee maker;Private patio or balcony;Self check-in;Outdoor furniture;Outdoor dining area;Private gym in building;Baby monitor;Free parking on premises;Free washer – In building;Smoke alarm,114,3,200,254,4,2024-03-23,2025-04-16,0.27,5,5,5,4.75,h_3672127,Tonya,2012-09-25,TRUE,1,https://www.airbnb.com/rooms/692747310050859560,https://a0.muscache.com/pictures/miso/Hosting-692747310050859560/original/63db4284-3854-41f1-ac27-85807e5363b2.jpeg
l_693535146849398784,Happy Trails Hideaway - A Mountain Oasis,"A brand new mountain oasis nestled in the heart of Pisgah National Forest and the Blue Ridge Mountains, with walking access to miles of hiking and biking trails, and convenient to downtown Asheville, the Arboretum and Biltmore Park areas. Whether you want to be on a private deck relaxing  on a hammock and enjoying the beautiful forest views and sounds,  or hitting town for Asheville’s vibrant food, music and arts scene, Happy Trails Hideaway will make it all an enjoyable and easy  experience.",28806,West Asheville,35.50391,-82.61068,Entire guesthouse,Entire home/apt,4,1,1,2,"First aid kit;Cleaning products;Stainless steel electric stove;Blender;Room-darkening shades;Coffee maker: drip coffee maker, Keurig coffee machine;Iron;Extra pillows and blankets;Heating - split type ductless system;Wine glasses;Hot water kettle;AC - split type ductless system;Barbecue utensils;Fast wifi – 76 Mbps;Essentials;Cooking basics;Bathtub;Shampoo;Stainless steel oven;Will rotate conditioner;Will rotate body soap;Refrigerator;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Keypad;Free washer – In unit;Ceiling fan;Bed linens;52 inch HDTV;Carbon monoxide alarm;Microwave;Coffee;Hangers;BBQ grill;Long term stays allowed;Fire extinguisher;Free dryer – In unit;Freezer;Private patio or balcony;Self check-in;Dining table;Toaster;Outdoor furniture;Outdoor dining area;Hammock;Bluetooth sound system;Free parking on premises;Smoke alarm;Private backyard",143,1,365,343,62,2022-09-04,2024-09-01,1.83,4.98,5,4.94,4.95,h_139853785,Gene,2017-07-11,TRUE,1,https://www.airbnb.com/rooms/693535146849398838,https://a0.muscache.com/pictures/miso/Hosting-693535146849398838/original/b3795149-4407-4a42-9fc0-a6b7bf92f11c.jpeg
